fecha,pm1_ugm3,pm25_ugm3,pm10_ugm3,temperatura_c,humedad_pct,temperatura_interna_c,humedad_interna_pct,relay,senal
2026-09-01 11:51:02,0,0,0,,,20,43.1,0,28
2026-09-01 12:13:02,5,8,8,15.9,53.2,20.4,41.2,0,14
2026-09-01 12:17:59,0,3,3,18.2,46.4,20.8,38.8,0,16
2026-09-01 12:22:58,1,3,3,19,44.7,21.1,38.4,0,18
2026-09-01 12:32:59,1,3,3,19.9,42.6,21.6,37.4,0,19
2026-09-01 12:37:58,1,5,5,20.2,42.1,,,0,18
2026-09-01 12:42:58,1,2,2,20.5,41.7,,,0,13
2026-09-01 12:47:59,1,3,4,20.7,41,,,0,18
2026-09-01 12:52:58,1,4,4,20.9,39.7,,,0,18
2026-09-01 12:57:59,1,3,3,21,39.8,,,0,17
2026-09-01 13:02:58,1,4,4,21.1,40,,,0,19
2026-09-01 13:07:58,1,4,5,21.2,40.2,,,0,19
2026-09-01 13:13:00,0,1,2,21.3,39.6,,,0,19
2026-09-01 13:17:59,0,4,5,21.4,39.9,,,0,19
2026-09-01 13:22:59,0,5,6,21.5,39.7,,,0,19
2026-09-01 13:27:58,4,6,6,21.6,39.7,,,0,21
2026-09-01 13:32:58,2,5,5,21.7,39.9,,,0,19
2026-09-01 13:37:59,2,4,4,21.8,39.5,,,0,19
2026-09-01 13:42:59,3,6,6,21.8,39.4,,,0,18
2026-09-01 13:47:58,6,11,12,21.9,39.5,,,0,18
2026-09-01 13:52:59,4,7,9,22,39.9,,,0,18
2026-09-01 13:57:58,4,7,7,22.1,40.1,,,0,18
2026-09-01 14:02:59,5,8,8,22.1,40,,,0,18
2026-09-01 14:07:59,5,9,9,22.2,39.9,,,0,18
2026-09-01 14:12:59,4,8,9,22.2,39.8,,,0,17
2026-09-01 14:17:59,4,7,7,22.3,39.1,,,0,20
2026-09-01 14:22:58,4,9,9,22.3,39,,,0,17
2026-09-01 14:27:58,4,8,8,22.3,38.9,,,0,21
2026-09-01 14:32:59,3,6,6,22.4,39,,,0,21
2026-09-01 14:37:59,4,8,8,22.4,38.7,,,0,18
2026-09-01 14:42:59,3,6,7,22.4,38.4,,,0,18
2026-09-01 14:47:58,2,5,5,22.3,38.4,,,0,18
2026-09-01 14:52:59,3,6,6,22.3,38.2,,,0,18
2026-09-01 14:57:59,2,5,5,22.3,37.7,,,0,18
2026-09-01 15:02:58,1,4,4,22.3,37.7,,,0,18
2026-09-01 15:07:59,3,6,7,22.3,37.9,,,0,18
